name,country,age,height,role,bat_style,bowl_style,t20_no,t20_runs,t20_avg,t20_sr,t20_50,t20_4s,t20_6s,ipl_no,ipl_runs,ipl_avg,ipl_sr,ipl_50,ipl_4s,ipl_6s,t20_wkts,t20_bowl_econ,t20_bowl_avg,t20_bowl_sr,ipl_wkts,ipl_bowl_econ,ipl_bowl_avg,ipl_bowl_sr,team,year,price
Dwaine Pretorius,South Africa,33,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,5,261,21.75,164.15,1,22,15,1,44,11.0,157.14,0,3,3,35,8.29,19.89,14.4,6,10.0,35.0,21.0,chennai-super-kings,2022,5000000
Mitchell Santner,New Zealand,30,,bowling-allrounder,left-handed-bat,left-arm-orthodox,24,491,16.93,128.2,1,36,17,3,54,18.0,108.0,0,3,3,89,7.12,21.94,18.49,10,6.92,27.7,24.0,chennai-super-kings,2022,19000000
Adam Milne,New Zealand,30,,bowler,right-handed-bat,right-arm-fast,9,39,13.0,100.0,0,1,2,2,23,5.75,79.31,0,0,1,36,7.85,26.33,20.14,7,9.48,46.71,29.57,chennai-super-kings,2022,19000000
Prashant Solanki,India,22,,bowler,right-handed-bat,right-arm-legbreak,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,6.33,19.0,18.0,chennai-super-kings,2022,12000000
David Warner,Australia,36,5.5777,batsman,left-handed-bat,right-arm-legbreak,11,2894,32.89,141.31,24,296,105,22,5881,42.01,140.69,55,578,215,-,-,-,-,0,0.0,0.0,0.0,delhi-capitals,2022,62500000
Mitchell Marsh,Australia,31,,batting-allrounder,right-handed-bat,right-arm-fast-medium,7,1086,29.35,127.02,6,86,45,2,476,22.67,123.32,2,28,28,15,7.91,23.2,17.6,24,8.01,21.75,16.29,delhi-capitals,2022,65000000
Mustafizur Rahman,Bangladesh,27,,bowler,left-handed-bat,left-arm-fast-medium,9,68,4.53,76.4,0,3,4,7,12,12.0,54.55,0,0,1,97,7.64,21.95,17.24,46,7.8,29.67,22.83,delhi-capitals,2022,20000000
Shardul Thakur,India,31,,bowler,right-handed-bat,right-arm-fast-medium,3,69,23.0,181.58,0,5,4,8,173,10.81,129.1,0,12,8,33,9.15,23.39,15.33,82,9.06,28.54,18.9,delhi-capitals,2022,107500000
Kuldeep Yadav,India,27,,bowler,left-handed-bat,left-arm-chinaman,3,43,43.0,89.58,0,2,0,11,105,15.0,82.68,0,8,2,44,6.89,14.02,12.2,61,8.32,27.13,19.57,delhi-capitals,2022,20000000
Sarfaraz Khan,India,25,,batsman,right-handed-bat,right-arm-legbreak,-,-,-,-,-,-,-,11,532,24.18,137.82,1,59,13,-,-,-,-,0,0.0,0.0,0.0,delhi-capitals,2022,2000000
Kamlesh Nagarkoti,India,22,,bowler,right-handed-bat,right-arm-fast,-,-,-,-,-,-,-,3,22,5.5,66.67,0,1,0,-,-,-,-,5,9.5,57.0,36.0,delhi-capitals,2022,11000000
Mandeep Singh,India,30,,batsman,right-handed-bat,right-arm-medium,1,87,43.5,119.18,1,11,1,16,1692,21.42,123.32,6,176,37,-,-,-,-,0,13.0,0.0,0.0,delhi-capitals,2022,11000000
Lungi Ngidi,South Africa,26,,bowler,right-handed-bat,right-arm-fast,3,16,3.2,53.33,0,1,0,-,-,-,-,-,-,-,58,8.92,18.31,12.31,25,8.3,17.92,12.96,delhi-capitals,2022,5000000
Chetan Sakariya,India,24,,bowler,left-handed-bat,left-arm-fast-medium,1,5,0.0,55.56,0,0,0,1,16,3.2,64.0,0,2,0,1,9.27,34.0,22.0,17,8.1,30.0,22.24,delhi-capitals,2022,42000000
Ripal Patel,India,27,,batting-allrounder,right-handed-bat,right-arm-fast-medium,-,-,-,-,-,-,-,1,31,15.5,103.33,0,3,1,-,-,-,-,0,7.33,0.0,0.0,delhi-capitals,2022,2000000
Lalit Yadav,India,25,,batting-allrounder,right-handed-bat,right-arm-offbreak,-,-,-,-,-,-,-,4,229,25.44,104.57,0,18,7,-,-,-,-,8,7.84,31.38,24.0,delhi-capitals,2022,6500000
Rovman Powell,West Indies,29,,batsman,right-handed-bat,right-arm-fast-medium,8,890,23.42,134.64,4,53,55,2,250,25.0,149.7,1,10,22,4,8.8,33.0,22.5,0,17.0,0.0,0.0,delhi-capitals,2022,28000000
Tim Seifert,New Zealand,27,,wk-batsman,right-handed-bat,,5,753,23.53,129.83,5,63,37,0,26,8.67,113.04,0,4,0,-,-,-,-,-,-,-,-,delhi-capitals,2022,5000000
Mohammed Shami,India,32,,bowler,right-handed-bat,right-arm-fast-medium,2,0,0.0,0.0,0,0,0,12,69,6.27,94.52,0,5,2,24,8.94,29.62,19.88,99,8.52,29.19,20.57,gujarat-titans,2022,62500000
David Miller,South Africa,33,,batsman,left-handed-bat,right-arm-offbreak,34,2149,34.66,144.33,6,141,103,35,2455,36.64,137.69,12,169,113,-,-,-,-,-,-,-,-,gujarat-titans,2022,30000000
Jason Roy,England,32,,batsman,right-handed-bat,,0,1522,23.78,137.61,8,153,69,2,329,29.91,129.02,2,39,9,-,-,-,-,-,-,-,-,gujarat-titans,2022,20000000
Wriddhiman Saha,India,38,,wk-batsman,right-handed-bat,,-,-,-,-,-,-,-,23,2427,25.28,127.87,11,231,76,-,-,-,-,-,-,-,-,gujarat-titans,2022,19000000
Matthew Wade,Australia,34,5.5777,wk-batsman,left-handed-bat,,16,1018,24.83,132.04,3,81,38,0,179,13.77,104.68,0,23,2,-,-,-,-,-,-,-,-,gujarat-titans,2022,24000000
Lockie Ferguson,New Zealand,31,,bowler,right-handed-bat,right-arm-fast,4,21,10.5,140.0,0,0,2,7,67,33.5,148.89,0,6,2,41,7.37,17.85,14.54,36,8.43,29.86,21.25,gujarat-titans,2022,100000000
Rahul Tewatia,India,29,,batting-allrounder,left-handed-bat,right-arm-legbreak,-,-,-,-,-,-,-,17,738,25.45,130.39,1,57,35,-,-,-,-,32,7.92,34.25,25.94,gujarat-titans,2022,90000000
Ravisrinivasan Sai Kishore,India,26,,bowler,left-handed-bat,left-arm-orthodox,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,7.56,20.17,16.0,gujarat-titans,2022,30000000
Vijay Shankar,India,31,,batting-allrounder,right-handed-bat,right-arm-medium,0,101,25.25,138.36,0,11,5,12,731,23.58,122.04,3,46,28,5,9.1,38.2,25.2,9,8.67,38.22,26.44,gujarat-titans,2022,14000000
Jayant Yadav,India,32,,bowler,right-handed-bat,right-arm-offbreak,-,-,-,-,-,-,-,1,40,10.0,111.11,0,2,1,-,-,-,-,8,6.87,52.38,45.75,gujarat-titans,2022,17000000
Darshan Nalkande,India,24,,bowler,right-handed-bat,right-arm-fast-medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,11.42,29.5,15.5,gujarat-titans,2022,2000000
Yash Dayal,India,24,,bowler,left-handed-bat,left-arm-fast-medium,-,-,-,-,-,-,-,0,0,0.0,0.0,0,0,0,-,-,-,-,11,9.25,26.91,17.45,gujarat-titans,2022,32000000
Gurkeerat Singh Mann,India,32,,batsman,right-handed-bat,right-arm-offbreak,-,-,-,-,-,-,-,8,511,21.29,121.09,2,55,11,-,-,-,-,5,7.46,19.4,15.6,gujarat-titans,2022,5000000
Alzarri Joseph,West Indies,26,,bowler,right-handed-bat,right-arm-fast-medium,3,29,14.5,80.56,0,2,1,4,20,20.0,100.0,0,2,0,16,7.47,18.69,15.0,13,9.08,27.0,17.85,gujarat-titans,2022,24000000
Varun Aaron,India,33,,bowler,right-handed-bat,right-arm-fast,-,-,-,-,-,-,-,8,50,10.0,69.44,0,2,2,-,-,-,-,44,8.94,33.66,22.59,gujarat-titans,2022,5000000
Pradeep Sangwan,India,32,,bowler,right-handed-bat,left-arm-fast-medium,-,-,-,-,-,-,-,7,26,3.25,59.09,0,1,0,-,-,-,-,38,8.69,32.63,22.53,gujarat-titans,2022,2000000
Pat Cummins,Australia,29,6.29952,bowler,right-handed-bat,right-arm-fast,11,116,9.67,123.4,0,6,6,11,379,18.95,152.21,3,24,26,55,7.38,24.55,19.96,45,8.54,30.16,21.18,kolkata-knight-riders,2022,72500000
Shreyas Iyer,India,27,,batsman,right-handed-bat,right-arm-legbreak,11,1043,30.68,135.98,7,85,42,13,2776,31.55,125.38,19,237,99,0,0.0,0.0,0.0,0,7.0,0.0,0.0,kolkata-knight-riders,2022,122500000
Mohammad Nabi,Afghanistan,37,,bowling-allrounder,right-handed-bat,right-arm-offbreak,16,1664,21.06,139.71,4,111,89,2,180,15.0,151.26,0,16,9,84,7.31,28.1,23.05,13,7.14,31.38,26.38,kolkata-knight-riders,2022,10000000
Nitish Rana,India,28,,batsman,left-handed-bat,right-arm-offbreak,0,15,7.5,55.56,0,0,0,7,2181,27.96,134.22,15,190,111,-,-,-,-,7,8.36,25.29,18.14,kolkata-knight-riders,2022,80000000
Sam Billings,England,31,,wk-batsman,right-handed-bat,,5,478,17.07,129.89,2,41,16,1,503,19.35,129.64,3,40,20,-,-,-,-,-,-,-,-,kolkata-knight-riders,2022,20000000
Umesh Yadav,India,35,,bowler,right-handed-bat,right-arm-fast,1,22,22.0,104.76,0,2,0,27,177,9.83,105.36,0,15,8,12,9.33,23.33,15.0,135,8.37,29.02,20.81,kolkata-knight-riders,2022,20000000
Shivam Mavi,India,24,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,-,-,-,-,-,-,-,3,51,5.67,91.07,0,4,2,-,-,-,-,30,8.71,31.4,21.63,kolkata-knight-riders,2022,72500000
Sheldon Jackson,India,36,,wk-batsman,right-handed-bat,,-,-,-,-,-,-,-,2,61,10.17,107.02,0,5,1,-,-,-,-,-,-,-,-,kolkata-knight-riders,2022,6000000
Ajinkya Rahane,India,34,,batsman,right-handed-bat,right-arm-medium,2,375,20.83,113.29,1,32,6,16,4074,30.86,120.68,28,431,80,-,-,-,-,1,5.0,5.0,6.0,kolkata-knight-riders,2022,10000000
Rinku Singh,India,25,,batsman,left-handed-bat,right-arm-offbreak,-,-,-,-,-,-,-,3,251,20.92,130.05,0,23,9,-,-,-,-,-,-,-,-,kolkata-knight-riders,2022,5500000
Anukul Roy,India,23,,batting-allrounder,left-handed-bat,left-arm-orthodox,-,-,-,-,-,-,-,0,0,0.0,0.0,0,0,0,-,-,-,-,2,7.33,33.0,27.0,kolkata-knight-riders,2022,2000000
Alex Hales,England,33,,batsman,right-handed-bat,right-arm-medium,8,2074,30.96,138.36,12,226,69,0,148,24.67,125.42,0,13,6,-,-,-,-,-,-,-,-,kolkata-knight-riders,2022,15000000
Tim Southee,New Zealand,33,,bowler,right-handed-bat,right-arm-fast-medium,18,261,10.88,139.57,0,18,16,7,120,9.23,112.15,0,8,4,134,8.16,23.46,17.25,45,8.53,36.96,26.0,kolkata-knight-riders,2022,15000000
Baba Indrajith,India,28,,wk-batsman,right-handed-bat,right-arm-legbreak,-,-,-,-,-,-,-,0,21,7.0,70.0,0,2,0,-,-,-,-,-,-,-,-,kolkata-knight-riders,2022,2000000
Abhijeet Tomar,India,27,,batsman,right-handed-bat,right-arm-offbreak,-,-,-,-,-,-,-,0,4,4.0,50.0,0,1,0,-,-,-,-,-,-,-,-,kolkata-knight-riders,2022,4000000
Quinton de Kock,South Africa,29,,wk-batsman,left-handed-bat,,9,2156,32.18,135.43,14,222,78,6,2764,32.14,133.91,19,277,106,-,-,-,-,-,-,-,-,lucknow-super-giants,2022,67500000
Manish Pandey,India,33,,batsman,right-handed-bat,right-arm-medium,17,709,44.31,126.16,3,49,19,27,3648,29.9,121.52,21,317,105,-,-,-,-,-,-,-,-,lucknow-super-giants,2022,46000000
Krunal Pandya,India,31,,batting-allrounder,left-handed-bat,left-arm-orthodox,5,124,24.8,130.53,0,8,6,25,1326,22.1,136.7,1,121,50,15,8.11,36.93,27.33,61,7.31,33.41,27.41,lucknow-super-giants,2022,82500000
Mark Wood,England,32,,bowler,right-handed-bat,right-arm-fast,3,11,0.0,84.62,0,1,0,0,1,1.0,33.33,0,0,0,44,8.34,18.48,13.3,0,12.25,0.0,0.0,lucknow-super-giants,2022,75000000
Avesh Khan,India,25,,bowler,right-handed-bat,right-arm-fast-medium,2,10,10.0,142.86,0,0,1,4,31,15.5,163.16,0,2,3,13,9.11,32.46,21.38,47,8.4,24.79,17.7,lucknow-super-giants,2022,100000000
Ankit Rajpoot,India,28,,bowler,right-handed-bat,right-arm-fast-medium,-,-,-,-,-,-,-,2,26,5.2,63.41,0,2,1,-,-,-,-,24,9.23,33.92,22.04,lucknow-super-giants,2022,5000000
Dushmantha Chameera,Sri Lanka,30,,bowler,right-handed-bat,right-arm-fast,12,95,6.33,85.59,0,8,1,4,43,10.75,153.57,0,3,3,52,8.09,28.98,21.5,9,8.73,42.67,29.33,lucknow-super-giants,2022,20000000
Shahbaz Nadeem,India,33,,bowler,right-handed-bat,left-arm-orthodox,-,-,-,-,-,-,-,8,39,2.79,44.83,0,2,0,-,-,-,-,48,7.56,37.17,29.48,lucknow-super-giants,2022,5000000
Manan Vohra,India,29,,batsman,right-handed-bat,right-arm-medium,-,-,-,-,-,-,-,2,1073,22.35,131.17,3,103,43,-,-,-,-,-,-,-,-,lucknow-super-giants,2022,2000000
Evin Lewis,West Indies,30,,batsman,left-handed-bat,,2,1465,29.3,151.97,10,108,111,2,654,27.25,137.11,4,62,36,-,-,-,-,-,-,-,-,lucknow-super-giants,2022,20000000
Mohsin Khan,India,24,,bowler,left-handed-bat,left-arm-fast-medium,-,-,-,-,-,-,-,2,23,23.0,143.75,0,2,1,-,-,-,-,14,5.97,14.07,14.14,lucknow-super-giants,2022,2000000
Ayush Badoni,India,22,,bowling-allrounder,right-handed-bat,right-arm-offbreak,-,-,-,-,-,-,-,3,161,20.12,123.85,1,11,7,-,-,-,-,2,5.5,5.5,6.0,lucknow-super-giants,2022,2000000
Jason Holder,West Indies,31,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,9,385,15.4,120.69,0,23,21,5,247,13.0,124.12,0,13,17,51,8.17,26.86,19.73,49,8.57,24.02,16.82,lucknow-super-giants,2022,87500000
Deepak Hooda,India,27,,batting-allrounder,right-handed-bat,right-arm-offbreak,3,302,33.56,150.25,0,27,13,14,1236,20.26,132.05,7,77,56,5,4.58,9.0,11.8,10,8.61,50.1,34.9,lucknow-super-giants,2022,57500000
Ishan Kishan,India,24,,wk-batsman,left-handed-bat,,1,589,29.45,129.17,4,65,23,6,1870,29.22,132.34,12,166,85,-,-,-,-,-,-,-,-,mumbai-indians,2022,152500000
Anmolpreet Singh,India,24,,batsman,right-handed-bat,right-arm-offbreak,-,-,-,-,-,-,-,0,29,9.67,107.41,0,3,1,-,-,-,-,-,-,-,-,mumbai-indians,2022,2000000
Basil Thampi,India,29,,bowler,right-handed-bat,right-arm-fast-medium,-,-,-,-,-,-,-,7,32,32.0,91.43,0,1,1,-,-,-,-,22,9.74,38.45,23.68,mumbai-indians,2022,3000000
Murugan Ashwin,India,32,,bowler,right-handed-bat,right-arm-legbreak,-,-,-,-,-,-,-,4,35,3.89,70.0,0,2,1,-,-,-,-,35,7.87,31.69,24.17,mumbai-indians,2022,16000000
Jaydev Unadkat,India,31,,bowler,right-handed-bat,left-arm-fast-medium,-,-,-,-,-,-,-,14,164,13.67,123.31,0,13,6,14,8.68,21.5,14.86,91,8.79,30.53,20.84,mumbai-indians,2022,13000000
Mayank Markande,India,25,,bowler,right-handed-bat,right-arm-legbreak,-,-,-,-,-,-,-,5,27,9.0,93.1,0,3,0,0,7.75,0.0,0.0,17,8.5,30.0,21.18,mumbai-indians,2022,6500000
Sanjay Yadav,India,27,,bowling-allrounder,left-handed-bat,left-arm-orthodox,-,-,-,-,-,-,-,0,0,0.0,0.0,0,0,0,-,-,-,-,0,11.5,0.0,0.0,mumbai-indians,2022,5000000
Jofra Archer,England,27,,bowler,right-handed-bat,right-arm-fast,1,19,19.0,190.0,0,2,1,10,195,15.0,157.26,0,11,14,14,7.89,26.5,20.14,46,7.13,21.33,17.93,mumbai-indians,2022,80000000
Daniel Sams,Australia,30,,bowling-allrounder,right-handed-bat,left-arm-fast-medium,3,106,26.5,170.97,0,8,6,4,44,4.89,100.0,0,1,3,7,10.17,43.57,25.71,14,8.72,37.36,25.71,mumbai-indians,2022,26000000
Tymal Mills,England,30,,bowler,right-handed-bat,left-arm-fast-medium,2,8,2.67,72.73,0,0,1,1,8,2.0,57.14,0,0,1,12,8.37,31.17,22.33,11,9.85,31.18,19.0,mumbai-indians,2022,15000000
Tim David,Singapore,26,,batting-allrounder,right-handed-bat,right-arm-medium,3,611,35.94,159.11,4,50,32,3,187,31.17,210.11,0,12,16,5,9.33,51.0,32.8,-,-,-,-,mumbai-indians,2022,82500000
Ramandeep Singh ,India,25,,batsman,right-handed-bat,right-arm-medium,-,-,-,-,-,-,-,2,45,22.5,112.5,0,3,1,-,-,-,-,6,9.0,9.0,6.0,mumbai-indians,2022,2000000
Fabian Allen,West Indies,27,,batting-allrounder,right-handed-bat,left-arm-orthodox,8,267,16.69,136.92,0,15,21,2,14,7.0,73.68,0,1,0,24,7.44,26.92,21.71,2,9.07,68.0,45.0,mumbai-indians,2022,7500000
Riley Meredith,Australia,26,,bowler,right-handed-bat,right-arm-fast-medium,-,-,-,-,-,-,-,2,0,0.0,0.0,0,0,0,8,9.98,23.5,14.12,12,9.0,33.75,22.5,mumbai-indians,2022,10000000
Hrithik Shokeen,India,22,,bowling-allrounder,right-handed-bat,right-arm-offbreak,-,-,-,-,-,-,-,1,43,21.5,89.58,0,5,0,-,-,-,-,2,8.47,63.5,45.0,mumbai-indians,2022,2000000
Shikhar Dhawan,India,36,,batsman,left-handed-bat,right-arm-offbreak,3,1759,27.92,126.36,11,191,50,26,6243,34.88,126.33,47,701,136,-,-,-,-,4,8.25,16.5,12.0,punjab-kings,2022,82500000
Kagiso Rabada,South Africa,27,,bowler,left-handed-bat,right-arm-fast,14,147,21.0,109.7,0,12,5,11,186,12.4,105.08,0,16,6,56,8.51,29.36,20.7,99,8.26,19.86,14.42,punjab-kings,2022,92500000
Jonny Bairstow,England,33,,wk-batsman,right-handed-bat,right-arm-medium,12,1337,27.85,136.43,8,120,57,3,1291,35.86,142.65,9,133,55,-,-,-,-,-,-,-,-,punjab-kings,2022,67500000
Rahul Chahar,India,23,,bowler,right-handed-bat,right-arm-legbreak,0,5,5.0,100.0,0,1,0,6,108,8.31,108.0,0,10,4,7,7.59,23.86,18.86,57,7.51,25.91,20.7,punjab-kings,2022,52500000
Harpreet Brar,India,27,,batting-allrounder,left-handed-bat,left-arm-orthodox,-,-,-,-,-,-,-,6,106,35.33,111.58,0,6,5,-,-,-,-,9,7.79,41.56,32.0,punjab-kings,2022,38000000
Shahrukh Khan,India,27,,batting-allrounder,right-handed-bat,right-arm-offbreak,-,-,-,-,-,-,-,4,270,19.29,121.62,0,13,19,-,-,-,-,-,-,-,-,punjab-kings,2022,90000000
Jitesh Sharma,India,29,,wk-batsman,right-handed-bat,,-,-,-,-,-,-,-,2,234,29.25,163.64,0,22,12,-,-,-,-,-,-,-,-,punjab-kings,2022,2000000
Ishan Porel,India,24,,bowler,right-handed-bat,right-arm-medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,9.75,39.0,24.0,punjab-kings,2022,2500000
Liam Livingstone,England,29,,batsman,right-handed-bat,right-arm-legbreak,5,423,22.26,147.9,0,25,25,3,549,27.45,166.87,4,38,40,15,8.1,27.0,20.0,6,8.96,35.83,24.0,punjab-kings,2022,115000000
Odean Smith,West Indies,26,,bowler,right-handed-bat,right-arm-medium,5,162,13.5,139.66,0,12,10,3,51,17.0,115.91,0,1,5,24,9.84,28.29,17.25,6,11.87,29.67,15.0,punjab-kings,2022,60000000
Sandeep Sharma,India,29,,bowler,right-handed-bat,right-arm-fast-medium,1,1,0.0,100.0,0,0,0,19,52,8.67,81.25,0,4,0,1,10.43,73.0,42.0,114,7.77,26.33,20.33,punjab-kings,2022,5000000
Rishi Dhawan,India,32,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,1,1,0.0,50.0,0,0,0,12,190,21.11,108.57,0,17,6,1,10.5,42.0,24.0,24,7.93,33.17,25.08,punjab-kings,2022,5500000
Nathan Ellis,Australia,28,,bowler,right-handed-bat,right-arm-fast-medium,0,1,0.5,11.11,0,0,0,1,18,9.0,100.0,0,0,1,15,6.4,8.53,8.0,4,8.53,36.25,25.5,punjab-kings,2022,7500000
Prerak Mankad,India,28,,batsman,right-handed-bat,right-arm-medium,-,-,-,-,-,-,-,1,4,0.0,400.0,0,1,0,-,-,-,-,-,-,-,-,punjab-kings,2022,2000000
Vaibhav Arora,India,24,,bowler,right-handed-bat,right-arm-fast-medium,-,-,-,-,-,-,-,2,5,2.5,38.46,0,0,0,-,-,-,-,3,9.2,54.67,35.67,punjab-kings,2022,20000000
Bhanuka Rajapaksa,Sri Lanka,31,,wk-batsman,left-handed-bat,right-arm-medium,5,666,25.62,135.09,3,56,30,0,206,22.89,159.69,0,16,13,-,-,-,-,-,-,-,-,punjab-kings,2022,5000000
Ravichandran Ashwin,India,36,,bowling-allrounder,right-handed-bat,right-arm-offbreak,12,184,26.29,115.0,0,17,4,27,647,13.48,117.64,1,51,21,72,6.91,23.22,20.17,157,6.98,28.88,24.84,rajasthan-royals,2022,50000000
Trent Boult,New Zealand,33,,bowler,right-handed-bat,left-arm-fast-medium,7,32,6.4,76.19,0,2,0,13,53,10.6,110.42,0,2,2,74,7.86,22.26,16.99,92,8.3,26.9,19.45,rajasthan-royals,2022,80000000
Shimron Hetmyer,West Indies,25,,batsman,left-handed-bat,,4,797,20.97,118.42,4,53,41,17,831,30.78,152.2,3,55,52,-,-,-,-,-,-,-,-,rajasthan-royals,2022,85000000
Devdutt Padikkal,India,22,,batsman,left-handed-bat,right-arm-offbreak,0,38,19.0,100.0,0,2,1,1,1260,28.0,124.38,7,135,36,-,-,-,-,-,-,-,-,rajasthan-royals,2022,77500000
Prasidh Krishna,India,26,,bowler,right-handed-bat,right-arm-fast-medium,-,-,-,-,-,-,-,7,9,3.0,37.5,0,0,0,-,-,-,-,49,8.92,34.76,23.37,rajasthan-royals,2022,100000000
Yuzvendra Chahal,India,32,,bowler,right-handed-bat,right-arm-legbreak,2,5,2.5,45.45,0,0,0,13,37,5.29,43.02,0,0,0,87,8.14,24.78,18.28,166,7.61,21.83,17.2,rajasthan-royals,2022,65000000
Riyan Parag,India,21,,batsman,right-handed-bat,right-arm-legbreak,-,-,-,-,-,-,-,6,522,16.84,124.88,2,40,22,-,-,-,-,4,10.7,70.0,39.25,rajasthan-royals,2022,38000000
KC Cariappa,India,28,,bowler,right-handed-bat,right-arm-legbreak,-,-,-,-,-,-,-,2,24,8.0,114.29,0,0,2,-,-,-,-,8,9.67,43.5,27.0,rajasthan-royals,2022,3000000
James Neesham,New Zealand,32,,batting-allrounder,left-handed-bat,right-arm-medium,17,688,22.19,159.63,0,49,41,1,92,10.22,98.92,0,6,2,25,9.13,30.12,19.8,8,9.28,41.75,27.0,rajasthan-royals,2022,15000000
Nathan Coulter-Nile,Australia,35,,bowler,right-handed-bat,right-arm-fast,4,150,13.64,125.0,0,10,10,6,82,6.83,113.89,0,7,4,34,8.27,23.59,17.12,48,7.7,22.92,17.85,rajasthan-royals,2022,20000000
Navdeep Saini,India,30,,bowler,right-handed-bat,right-arm-fast,3,12,0.0,109.09,0,2,0,3,33,8.25,89.19,0,3,0,13,7.16,18.08,15.15,20,8.68,45.0,31.1,rajasthan-royals,2022,26000000
Kuldeep Sen,India,26,,bowler,right-handed-bat,right-arm-fast-medium,-,-,-,-,-,-,-,1,0,0.0,0.0,0,0,0,-,-,-,-,8,9.42,29.62,18.88,rajasthan-royals,2022,2000000
Karun Nair,India,30,,batsman,right-handed-bat,right-arm-offbreak,-,-,-,-,-,-,-,5,1496,23.75,127.75,10,161,39,-,-,-,-,-,-,-,-,rajasthan-royals,2022,14000000
Rassie van der Dussen,South Africa,33,,batsman,right-handed-bat,right-arm-legbreak,8,1044,36.0,128.73,7,66,45,1,22,11.0,91.67,0,2,0,-,-,-,-,-,-,-,-,rajasthan-royals,2022,10000000
Daryl Mitchell,New Zealand,31,,batting-allrounder,right-handed-bat,right-arm-medium,9,786,26.2,139.12,3,54,27,0,33,16.5,75.0,0,1,0,7,10.27,20.29,11.86,0,13.5,0.0,0.0,rajasthan-royals,2022,7500000
Obed McCoy,West Indies,25,,bowler,left-handed-bat,left-arm-fast-medium,4,63,10.5,114.55,0,6,4,0,8,8.0,160.0,0,0,1,38,8.39,19.97,14.29,11,9.17,21.55,14.09,rajasthan-royals,2022,7500000
Tejas Baroka,India,26,,bowler,right-handed-bat,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,9.43,0.0,0.0,rajasthan-royals,2022,2000000
Kuldip Yadav,India,26,,bowler,left-handed-bat,left-arm-fast-medium,-,-,-,-,-,-,-,1,0,0.0,0.0,0,0,0,-,-,-,-,0,8.0,0.0,0.0,rajasthan-royals,2022,2000000
Faf du Plessis,South Africa,38,,batsman,right-handed-bat,right-arm-legbreak,7,1528,35.53,134.39,10,140,50,10,3403,34.37,130.58,25,314,109,0,2.25,0.0,0.0,0,16.0,0.0,0.0,royal-challengers-bangalore,2022,70000000
Wanindu Hasaranga,Sri Lanka,25,,bowling-allrounder,right-handed-bat,right-arm-legbreak,9,473,13.91,120.05,1,52,3,1,39,4.88,86.67,0,4,1,86,6.67,14.49,13.02,26,7.78,18.85,14.54,royal-challengers-bangalore,2022,107500000
Harshal Patel,India,32,,bowler,right-handed-bat,right-arm-fast-medium,4,77,12.83,135.09,0,9,3,14,230,10.45,129.21,0,15,13,27,9.13,27.0,17.74,97,8.4,22.87,16.34,royal-challengers-bangalore,2022,107500000
Dinesh Karthik,India,37,,wk-batsman,right-handed-bat,,22,686,26.38,142.62,1,71,28,45,4376,26.85,132.65,20,426,134,0,18.0,0.0,0.0,-,-,-,-,royal-challengers-bangalore,2022,55000000
Josh Hazlewood,Australia,31,6.43076,bowler,left-handed-bat,right-arm-fast-medium,5,22,11.0,157.14,0,2,1,5,18,0.0,69.23,0,1,0,58,7.69,20.36,15.9,32,8.02,22.94,17.16,royal-challengers-bangalore,2022,77500000
Anuj Rawat,India,23,,wk-batsman,left-handed-bat,,-,-,-,-,-,-,-,0,129,14.33,108.4,1,10,7,-,-,-,-,-,-,-,-,royal-challengers-bangalore,2022,34000000
Akash Deep,India,25,,bowler,right-handed-bat,right-arm-medium,-,-,-,-,-,-,-,0,0,0.0,0.0,0,0,0,-,-,-,-,5,10.88,41.0,22.6,royal-challengers-bangalore,2022,2000000
Karn Sharma,India,35,,bowler,left-handed-bat,right-arm-legbreak,-,-,-,-,-,-,-,14,317,15.1,115.69,0,18,14,1,7.0,28.0,24.0,59,7.91,27.29,20.71,royal-challengers-bangalore,2022,5000000
Mahipal Lomror,India,23,,batting-allrounder,left-handed-bat,left-arm-orthodox,-,-,-,-,-,-,-,2,267,20.54,128.37,0,15,13,-,-,-,-,1,7.67,92.0,72.0,royal-challengers-bangalore,2022,9500000
Sherfane Rutherford,West Indies,24,,batting-allrounder,left-handed-bat,right-arm-fast-medium,0,43,10.75,119.44,0,1,3,2,106,15.14,101.92,0,3,8,1,8.17,49.0,36.0,1,8.63,59.0,41.0,royal-challengers-bangalore,2022,10000000
Jason Behrendorff,Australia,32,,bowler,right-handed-bat,left-arm-fast-medium,0,5,5.0,71.43,0,0,0,-,-,-,-,-,-,-,7,8.5,26.71,18.86,5,8.68,33.0,22.8,royal-challengers-bangalore,2022,7500000
Suyash Prabhudessai,India,24,,batsman,right-handed-bat,,-,-,-,-,-,-,-,0,67,13.4,113.56,0,7,2,-,-,-,-,-,-,-,-,royal-challengers-bangalore,2022,3000000
